Bag number,,,Volume,Raw,Dilution,Volume,Raw,Dilution,Volume,,
21,4/6/21,4-10,0,,,,,,,no vacuum,
21,4/6/21,4-30,0,,,,,,,,
21,4/6/21,4-50,0,,,,,,,no vacuum,
21,4/6/21,5-10,15,0.6636,1.3272,19.9080,1.719,3.4380,51.5700,,
21,4/6/21,5-30,20,0.4835,0.9670,19.3400,0.1451,0.2902,5.8040,,
21,4/6/21,5-50,13,0.7246,1.4492,18.8396,0.5590,1.1180,14.5340,,
21,4/6/21,6-10,4,1.155,2.3100,9.2400,0.3028,0.6056,2.4224,,
21,4/6/21,6-30,1,,,,,,,less than,
21,4/6/21,6-50,1,,,,,,,less than,
21,4/20/21,1-10,0,,,,,,,"no vacuum, has been very dry.",
21,4/20/21,1-30,0,,,,,,,,
21,4/20/21,1-50,0,,,,,,,no vacuum,
21,4/20/21,2-10,0,,,,,,,,
21,4/20/21,2-30,0,,,,,,,,
21,4/20/21,2-50,0,,,,,,,no vacuum,
21,4/20/21,3-10,0,,,,,,,,
21,4/20/21,3-30,0,,,,,,,,
21,4/20/21,3-50,0,,,,,,,,
21,4/20/21,4-10,NA,,,,,,,no syringe put out because no vacuum,
21,4/20/21,4-30,0,,,,,,,,
21,4/20/21,4-50,0,,,,,,,no vacuum,
21,4/20/21,5-10,0,,,,,,,,
21,4/20/21,5-30,1,,,,,,,less than,
21,4/20/21,5-50,0,,,,,,,,
21,4/20/21,6-10,0,,,,,,,,
21,4/20/21,6-30,0,,,,,,,,
21,4/20/21,6-50,0,,,,,,,no vacuum,
21,5/6/21,1-10,0,,,,,,,,
21,5/6/21,1-30,0,,,,,,,,
21,5/6/21,1-50,0,,,,,,,,
21,5/6/21,2-10,0,,,,,,,,
21,5/6/21,2-30,0,,,,,,,,
21,5/6/21,2-50,0,,,,,,,no vacuum,
21,5/6/21,3-10,13,0.4154,0.8308,10.8004,0.2580,0.5160,6.7080,,
21,5/6/21,3-30,12,,,,,,,accidentally mixed with sample from plot 5 - 10cm,
21,5/6/21,3-50,0,,,,,,,no vacuum,
21,5/6/21,4-10,NA,,,,,,,no syringe put out because no vacuum,
21,5/6/21,4-30,0,,,,,,,,
21,5/6/21,4-50,0,,,,,,,no vacuum,
21,5/6/21,5-10,9,,,,,,,accidentally mixed with sample from plot 3 - 30cm,
21,5/6/21,5-30,11,0.5522,1.1044,12.1484,0.09465,0.1893,2.0823,,
21,5/6/21,5-50,10,0.8428,1.6856,16.8560,0.2033,0.4066,4.0660,,
21,5/6/21,6-10,5,,,,,,,,
21,5/6/21,6-30,3,,,,,,,,
21,5/6/21,6-50,0,,,,,,,no vacuum,
21,5/18/21,1-10,0,,,,,,,,
21,5/18/21,1-30,0,,,,,,,,
21,5/18/21,1-50,0,,,,,,,,
21,5/18/21,2-10,0,,,,,,,,
21,5/18/21,2-30,0,,,,,,,,
21,5/18/21,2-50,0,,,,,,,,
21,5/18/21,3-10,0,,,,,,,,
21,5/18/21,3-30,1,,,,,,,less than,
21,5/18/21,3-50,0,,,,,,,,
21,5/18/21,4-10,0,,,,,,,,
21,5/18/21,4-30,0,,,,,,,,
21,5/18/21,4-50,0,,,,,,,,
21,5/18/21,5-10,2,0.6290,2.5160,5.0320,0.2129,0.8516,1.7032,,
21,5/18/21,5-30,6,0.5625,2.2500,13.5000,0.09827,0.3931,2.3585,,
21,5/18/21,5-50,5,0.5526,2.2104,11.0520,0.09020,0.3608,1.8040,,
21,5/18/21,6-10,0,,,,,,,,
21,5/18/21,6-30,0,,,,,,,,
21,5/18/21,6-50,0,,,,,,,,
21,6/3/21,1-10,2,,,,,,,,
21,6/3/21,1-30,31,0.1877,0.3754,11.6374,0.09804,0.1961,6.0785,,
21,6/3/21,1-50,20,1.607,3.2140,64.2800,0.08111,0.1622,3.2444,,
21,6/3/21,2-10,22,0.4722,0.9444,20.7768,0.1326,0.2652,5.8344,,
21,6/3/21,2-30,15,0.4798,0.9596,14.3940,0.08488,0.1698,2.5464,,
21,6/3/21,2-50,24,0.2865,0.5730,13.7520,0.3392,0.6784,16.2816,,
21,6/3/21,3-10,38,0.4517,0.9034,34.3292,0.3662,0.7324,27.8312,,
21,6/3/21,3-30,45,0.3523,0.7046,31.7070,0.1802,0.3604,16.2180,,
21,6/3/21,3-50,3,0.5234,2.0936,6.2808,0.1941,0.7764,2.3292,,
21,6/3/21,4-10,10,0.5033,1.0066,10.0660,1.870,3.7400,37.4000,,
21,6/3/21,4-30,31,0.3958,0.7916,24.5396,0.3381,0.6762,20.9622,,
21,6/3/21,4-50,0,,,,,,,no vacuum,
21,6/3/21,5-10,32,0.5364,1.0728,34.3296,1.080,2.1600,69.1200,,
21,6/3/21,5-30,33,1.141,2.2820,75.3060,0.1513,0.3026,9.9858,,
21,6/3/21,5-50,17,0.4558,0.9116,15.4972,0.2417,0.4834,8.2178,,
21,6/3/21,6-10,22,0.5886,1.1772,25.8984,0.06145,0.1229,2.7038,,
21,6/3/21,6-30,<1,,,,,,,,
21,6/3/21,6-50,0,,,,,,,no vacuum,
21,6/15/21,1-10,0,,,,,,,no vacuum,
21,6/15/21,1-30,15,0.4268,0.8536,12.8040,0.2540,0.5080,7.6200,,
21,6/15/21,1-50,17,0.4484,0.8968,15.2456,0.1979,0.3958,6.7286,,
21,6/15/21,2-10,12,0.6247,1.2494,14.9928,0.1193,0.2386,2.8632,,
21,6/15/21,2-30,7,1.599,3.1980,22.3860,0.1629,0.3258,2.2806,,
21,6/15/21,2-50,19,1.766,3.5320,67.1080,0.3804,0.7608,14.4552,,
21,6/15/21,3-10,14,0.4587,0.9174,12.8436,0.2905,0.5810,8.1340,,
21,6/15/21,3-30,25,0.5551,1.1102,27.7550,0.2069,0.4138,10.3450,,
21,6/15/21,3-50,1,,,,,,,no sample collected,
21,6/15/21,4-10,2,,,,,,,,
21,6/15/21,4-30,6,2.183,4.3660,26.1960,0.5262,1.0524,6.3144,,
21,6/15/21,4-50,0,,,,,,,no vacuum,
21,6/15/21,5-10,12,0.6784,1.3568,16.2816,0.9962,1.9924,23.9088,,
21,6/15/21,5-30,27,0.3964,0.7928,21.4056,0.1027,0.2054,5.5458,,
21,6/15/21,5-50,11,0.5318,1.0636,11.6996,0.4118,0.8236,9.0596,,
21,6/15/21,6-10,9,1.276,2.5520,22.9680,0.1988,0.3976,3.5784,,
21,6/15/21,6-30,0,,,,,,,no vacuum,
21,6/15/21,6-50,0,,,,,,,no vacuum,
21,6/29/21,1-10,0,,,,,,,no vacuum,
21,6/29/21,1-30,22,0.4644,0.9288,20.4336,0.2913,0.5826,12.8172,,
21,6/29/21,1-50,21,0.6290,1.2580,26.4180,0.1327,0.2654,5.5734,,
21,6/29/21,2-10,10,0.7729,1.5458,15.4580,0.1929,0.3858,3.8580,,
21,6/29/21,2-30,7,2.147,4.2940,30.0580,0.3873,0.7746,5.4222,,
21,6/29/21,2-50,25,0.5680,1.1360,28.4000,0.3287,0.6574,16.4350,,
21,6/29/21,3-10,15,0.5479,1.0958,16.4370,0.3248,0.6496,9.7440,,
21,6/29/21,3-30,24,0.5119,1.0238,24.5712,0.1236,0.2472,5.9328,,
21,6/29/21,3-50,6,0.4864,1.9456,11.6736,0.1587,0.6348,3.8088,,
21,6/29/21,4-10,3,0.6566,2.6264,7.8792,0.2539,1.0156,3.0468,,
21,6/29/21,4-30,1,,,,,,,less than,
21,6/29/21,4-50,0,,,,,,,no vacuum,
21,6/29/21,5-10,11,0.6658,1.3316,14.6476,0.4656,0.9312,10.2432,,
21,6/29/21,5-30,31,0.4607,0.9214,28.5634,0.05898,0.1180,3.6568,,
21,6/29/21,5-50,10,0.7815,1.5630,15.6300,0.3264,0.6528,6.5280,,
21,6/29/21,6-10,6,0.6851,1.3702,8.2212,0.1499,0.2998,1.7988,,
21,6/29/21,6-30,0,,,,,,,,
21,6/29/21,6-50,0,,,,,,,,
22,7/14/21,1-10,0,,,,,,,no vacuum,
22,7/14/21,1-30,0,,,,,,,,
22,7/14/21,1-50,0,,,,,,,,
22,7/14/21,2-10,0,,,,,,,,
22,7/14/21,2-30,0,,,,,,,,
22,7/14/21,2-50,1,,,,,,,"less than, no sample collected",
22,7/14/21,3-10,0,,,,,,,,
22,7/14/21,3-30,19,0.7938,1.5876,30.1644,0.1651,0.3302,6.2738,,
22,7/14/21,3-50,1,,,,,,,,
22,7/14/21,4-10,na,,,,,,,prop fell out overnight,
22,7/14/21,4-30,0,,,,,,,,
22,7/14/21,4-50,na,,,,,,,had no vacuum prior to installing syringe,
22,7/14/21,5-10,1,,,,,,,"no sample collected, less than",
22,7/14/21,5-30,7,0.6161,1.2322,8.6254,0.1769,0.3538,2.4766,,
22,7/14/21,5-50,1,,,,,,,no sample collected,
22,7/14/21,6-10,0,,,,,,,,
22,7/14/21,6-30,0,,,,,,,,
22,7/14/21,6-50,0,,,,,,,,
22,7/26/21,1-10,6,4.694,9.3880,56.3280,0.1936,0.3872,2.3232,,
22,7/26/21,1-30,22,0.7534,1.5068,33.1496,0.2955,0.5910,13.0020,,
22,7/26/21,1-50,25,0.6362,1.2724,31.8100,0.09157,0.1831,4.5785,,
22,7/26/21,2-10,8,0.8927,1.7854,14.2832,0.2773,0.5546,4.4368,,
22,7/26/21,2-30,7,1.106,2.2120,15.4840,0.2150,0.4300,3.0100,,
22,7/26/21,2-50,37,0.4389,0.8778,32.4786,0.3033,0.6066,22.4442,,
22,7/26/21,3-10,17,0.5288,1.0576,17.9792,0.3269,0.6538,11.1146,,
22,7/26/21,3-30,30,0.3853,0.7706,23.1180,0.08053,0.1611,4.8318,,
22,7/26/21,3-50,9,1.413,2.8260,25.4340,0.2776,0.5552,4.9968,,
22,7/26/21,4-10,0,,,,,,,no vacuum,
22,7/26/21,4-30,14,0.5185,1.0370,14.5180,0.1051,0.2102,2.9428,,
22,7/26/21,4-50,0,,,,,,,no vacuum,
22,7/26/21,5-10,10,2.778,5.5560,55.5600,0.3429,0.6858,6.8580,,
22,7/26/21,5-30,31,0.5688,1.1376,35.2656,0.08837,0.1767,5.4789,,
22,7/26/21,5-50,13,1.099,2.1980,28.5740,0.07617,0.1523,1.9804,,
22,7/26/21,6-10,0,,,,,,,,
22,7/26/21,6-30,0,,,,,,,,
22,7/26/21,6-50,4,0.3908,1.5632,6.2528,0.1021,0.4084,1.6336,,
22,8/13/21,1-10,8,0.8370,1.6740,13.3920,0.1527,0.3054,2.4432,,
22,8/13/21,1-30,28,0.4355,0.8710,24.3880,0.3098,0.6196,17.3488,,
22,8/13/21,1-50,7,1.261,2.5220,17.6540,0.06409,0.1282,0.8973,,
22,8/13/21,2-10,8,1.400,2.8000,22.4000,0.2468,0.4936,3.9488,,
22,8/13/21,2-30,10,0.8723,1.7446,17.4460,0.2025,0.4050,4.0500,,
22,8/13/21,2-50,38,0.4955,0.9910,37.6580,0.2557,0.5114,19.4332,,
22,8/13/21,3-10,19,0.4922,0.9844,18.7036,0.4649,0.9298,17.6662,,
22,8/13/21,3-30,28,0.5824,1.1648,32.6144,0.1364,0.2728,7.6384,,
22,8/13/21,3-50,8,0.6194,1.2388,9.9104,0.1492,0.2984,2.3872,,
22,8/13/21,4-10,0,,,,,,,no vacuum,
22,8/13/21,4-30,10,1.770,3.5400,35.4000,0.2625,0.5250,5.2500,,
22,8/13/21,4-50,31,1.431,2.8620,88.7220,0.1813,0.3626,11.2406,,
22,8/13/21,5-10,1,,,,,,,"less than, no sample collected",
22,8/13/21,5-30,22,0.8890,1.7780,39.1160,0.06868,0.1374,3.0219,,
22,8/13/21,5-50,15,0.6837,1.3674,20.5110,0.1760,0.3520,5.2800,,
22,8/13/21,6-10,0,,,,,,,no vacuum,
22,8/13/21,6-30,0,,,,,,,,
22,8/13/21,6-50,0,,,,,,,no vacuum,
22,8/24/21,1-10,1,,,,,,,,
22,8/24/21,1-30,9,1.023,2.0460,18.4140,0.2270,0.4540,4.0860,,
22,8/24/21,1-50,13,0.6603,1.3206,17.1678,0.1232,0.2464,3.2032,,
22,8/24/21,2-10,3,1.210,4.8400,14.5200,0.1856,0.7424,2.2272,,
22,8/24/21,2-30,7,1.228,2.4560,17.1920,0.2532,0.5064,3.5448,,
22,8/24/21,2-50,20,0.4852,0.9704,19.4080,0.2987,0.5974,11.9480,,
22,8/24/21,3-10,3,0.5479,2.1916,6.5748,0.2586,1.0344,3.1032,,
22,8/24/21,3-30,14,0.8298,1.6596,23.2344,0.1709,0.3418,4.7852,,
22,8/24/21,3-50,5,0.6658,1.3316,6.6580,0.1733,0.3466,1.7330,,
22,8/24/21,4-10,0,,,,,,,no vacuum,
22,8/24/21,4-30,1,,,,,,,,
22,8/24/21,4-50,10,1.181,2.3620,23.6200,0.1694,0.3388,3.3880,,
22,8/24/21,5-10,4,0.9083,3.6332,14.5328,0.5852,2.3408,9.3632,,
22,8/24/21,5-30,20,0.4911,0.9822,19.6440,0.07300,0.1460,2.9200,,
22,8/24/21,5-50,7,1.557,3.1140,21.7980,0.2255,0.4510,3.1570,,
22,8/24/21,6-10,0,,,,,,,no vacuum,
22,8/24/21,6-30,0,,,,,,,no vacuum,
22,8/24/21,6-50,0,,,,,,,,
22,9/8/21,1-10,0,,,,,,,,
22,9/8/21,1-30,0,,,,,,,,
22,9/8/21,1-50,0,,,,,,,,
22,9/8/21,2-10,0,,,,,,,,
22,9/8/21,2-30,0,,,,,,,,
22,9/8/21,2-50,0,,,,,,,,
22,9/8/21,3-10,0,,,,,,,,
22,9/8/21,3-30,0,,,,,,,,
22,9/8/21,3-50,0,,,,,,,no vacuum,
22,9/8/21,4-10,0,,,,,,,no vacuum,
22,9/8/21,4-30,0,,,,,,,no vacuum,
22,9/8/21,4-50,0,,,,,,,no vacuum,
22,9/8/21,5-10,0,,,,,,,no vacuum,
22,9/8/21,5-30,0,,,,,,,,
22,9/8/21,5-50,0,,,,,,,,
22,9/8/21,6-10,0,,,,,,,no vacuum,
22,9/8/21,6-30,0,,,,,,,no vacuum,
22,9/8/21,6-50,0,,,,,,,no vacuum,
22,9/21/21,1-10,18,0.5300,1.0600,19.0800,0.09096,0.1819,3.2746,,
22,9/21/21,1-30,47,0.3453,0.6906,32.4582,0.2641,0.5282,24.8254,,
22,9/21/21,1-50,3,,,,,,,no sample collected,
22,9/21/21,2-10,27,1.246,2.4920,67.2840,0.2562,0.5124,13.8348,,
22,9/21/21,2-30,51,0.4463,0.8926,45.5226,0.1476,0.2952,15.0552,,
22,9/21/21,2-50,39,0.000,0.0000,0.0000,0.04181,0.0836,3.2612,,
22,9/21/21,3-10,55,0.3648,0.7296,40.1280,0.5105,1.0210,56.1550,,
22,9/21/21,3-30,33,0.7394,1.4788,48.8004,0.1836,0.3672,12.1176,,
22,9/21/21,3-50,3,,,,,,,no sample collected,
22,9/21/21,4-10,0,,,,,,,,
22,9/21/21,4-30,44,0.4535,0.9070,39.9080,0.3609,0.7218,31.7592,,
22,9/21/21,4-50,6,1.656,6.6240,39.7440,0.2789,1.1156,6.6936,,
22,9/21/21,5-10,50,1.024,2.0480,102.4000,0.6352,1.2704,63.5200,,
22,9/21/21,5-30,41,0.6151,1.2302,50.4382,0.08319,0.1664,6.8216,,
22,9/21/21,5-50,45,1.036,2.0720,93.2400,0.4463,0.8926,40.1670,,
22,9/21/21,6-10,0,,,,,,,no vacuum,
22,9/21/21,6-30,1,,,,,,,"less than, no sample collected",
22,9/21/21,6-50,0,,,,,,,no vacuum,
22,10/5/21,1-10,2,,,,,,,no sample collected,
22,10/5/21,1-30,15,0.6615,1.3230,19.8450,0.3386,0.6772,10.1580,,
22,10/5/21,1-50,12,0.7075,1.4150,16.9800,0.1388,0.2776,3.3312,,
22,10/5/21,2-10,0,,,,,,,no vacuum,
22,10/5/21,2-30,5,2.326,4.6520,23.2600,0.3039,0.6078,3.0390,,
22,10/5/21,2-50,0,,,,,,,,
22,10/5/21,3-10,15,1.962,3.9240,58.8600,0.4757,0.9514,14.2710,,
22,10/5/21,3-30,9,1.978,3.9560,35.6040,0.2352,0.4704,4.2336,,
22,10/5/21,3-50,1,,,,,,,"less than, no sample collected",
22,10/5/21,4-10,8,1.208,2.4160,19.3280,0.6646,1.3292,10.6336,may be DI water from fixing the lysismeter 3 days prior,
22,10/5/21,4-30,7,0.6993,1.3986,9.7902,0.2787,0.5574,3.9018,,
22,10/5/21,4-50,12,0.8869,1.7738,21.2856,0.1822,0.3644,4.3728,,
22,10/5/21,5-10,5,1.163,2.3260,11.6300,2.087,4.1740,20.8700,,
22,10/5/21,5-30,26,0.5984,1.1968,31.1168,0.1748,0.3496,9.0896,,
22,10/5/21,5-50,5,1.495,2.9900,14.9500,0.6295,1.2590,6.2950,,
22,10/5/21,6-10,21,0.6163,1.2326,25.8846,0.09855,0.1971,4.1391,may be DI water from fixing the lysismeter 3 days prior,
22,10/5/21,6-30,0,,,,,,,no vacuum,
22,10/5/21,6-50,0,,,,,,,no vacuum,
22,10/19/21,1-10,7,1.032,2.0640,14.4480,0.1566,0.3132,2.1924,,
22,10/19/21,1-30,16,0.7799,1.5598,24.9568,0.3522,0.7044,11.2704,,
22,10/19/21,1-50,1,,,,,,,"no sample collected, less than",
22,10/19/21,2-10,7,1.409,2.8180,19.7260,0.4012,0.8024,5.6168,,
22,10/19/21,2-30,4,,,,,,,no sample collected,
22,10/19/21,2-50,22,0.6169,1.2338,27.1436,0.2425,0.4850,10.6700,,
22,10/19/21,3-10,6,1.109,2.2180,13.3080,0.6015,1.2030,7.2180,,
22,10/19/21,3-30,18,0.6393,1.2786,23.0148,0.2080,0.4160,7.4880,,
22,10/19/21,3-50,1,,,,,,,no sample collected,
22,10/19/21,4-10,25,0.8851,1.7702,44.2550,0.5607,1.1214,28.0350,,
22,10/19/21,4-30,6,1.573,3.1460,18.8760,0.3300,0.6600,3.9600,,
22,10/19/21,4-50,29,0.7075,1.4150,41.0350,0.1020,0.2040,5.9160,,
22,10/19/21,5-10,7,0.9178,1.8356,12.8492,0.7236,1.4472,10.1304,,
22,10/19/21,5-30,34,0.4136,0.8272,28.1248,0.04903,0.0981,3.3340,,
22,10/19/21,5-50,12,0.7001,1.4002,16.8024,0.4626,0.9252,11.1024,,
22,10/19/21,6-10,31,0.6761,1.3522,41.9182,0.06842,0.1368,4.2420,,
22,10/19/21,6-30,0,,,,,,,very low vacuum,
22,10/19/21,6-50,0,,,,,,,,
23,11/2/21,1-10,5,,,,,,,,
23,11/2/21,1-30,15,0.7505,0.7505,11.2575,0.8105,0.8105,12.1575,,
23,11/2/21,1-50,11,0.8164,1.6328,17.9608,0.2384,0.4768,5.2448,,
23,11/2/21,2-10,0,,,,,,,,
23,11/2/21,2-30,5,,,,,,,,
23,11/2/21,2-50,35,0.7667,0.7667,26.8345,0.5697,0.5697,19.9395,,
23,11/2/21,3-10,20,0.9619,0.9619,19.2380,1.288,1.288,25.7600,,
23,11/2/21,3-30,10,1.572,1.572,15.7200,0.4164,0.4164,4.1640,,
23,11/2/21,3-50,5,,,,,,,,
23,11/2/21,4-10,18,1.004,1.004,18.0720,1.497,1.497,26.9460,,
23,11/2/21,4-30,5,,,,,,,,
23,11/2/21,4-50,13,0.9936,0.9936,12.9168,0.2147,0.2147,2.7911,,
23,11/2/21,5-10,12,1.475,1.475,17.7000,1.529,1.529,18.3480,,
23,11/2/21,5-30,33,1.028,1.028,33.9240,0.1723,0.1723,5.6859,,
23,11/2/21,5-50,15,1.674,1.674,25.1100,2.093,2.093,31.3950,,
23,11/2/21,6-10,33,0.7492,0.7492,24.7236,0.1541,0.1541,5.0853,,
23,11/2/21,6-30,0,,,,,,,,
23,11/2/21,6-50,0,,,,,,,,
23,11/16/21,1-10,6,1.205,2.4100,14.4600,0.1887,0.3774,2.2644,,
23,11/16/21,1-30,18,0.6492,0.6492,11.6856,0.7966,0.7966,14.3388,,
23,11/16/21,1-50,10,0.7445,0.7445,7.4450,0.3069,0.3069,3.0690,,
23,11/16/21,2-10,13,1.254,1.254,16.3020,1.389,1.389,18.0570,,
23,11/16/21,2-30,8,1.603,3.2060,25.6480,0.4124,0.8248,6.5984,,
23,11/16/21,2-50,28,0.8941,0.8941,25.0348,0.4737,0.4737,13.2636,,
23,11/16/21,3-10,17,1.684,1.684,28.6280,1.453,1.453,24.7010,,
23,11/16/21,3-30,9,1.111,2.2220,19.9980,0.2851,0.5702,5.1318,,
23,11/16/21,3-50,3,,,,,,,no sample collected,
23,11/16/21,4-10,20,1.087,1.087,21.7400,1.085,1.085,21.7000,,
23,11/16/21,4-30,12,1.089,1.089,13.0680,0.6855,0.6855,8.2260,,
23,11/16/21,4-50,27,1.000,1.000,27.0000,0.2037,0.2037,5.4999,,
23,11/16/21,5-10,10,1.044,2.0880,20.8800,0.1830,0.3660,3.6600,,
23,11/16/21,5-30,33,0.6535,0.6535,21.5655,0.1111,0.1111,3.6663,,
23,11/16/21,5-50,6,1.711,3.4220,20.5320,0.6771,1.3542,8.1252,,
23,11/16/21,6-10,29,0.6432,0.6432,18.6528,0.1902,0.1902,5.5158,,
23,11/16/21,6-30,0,,,,,,,no vacuum,
23,11/16/21,6-50,51,0.5579,0.5579,28.4529,0.1795,0.1795,9.1545,,
23,12/1/21,1-10,18,0.9062,0.9062,16.3116,0.2363,0.2363,4.2534,,
23,12/1/21,1-30,27,1.408,1.408,38.0160,1.117,1.117,30.1590,,
23,12/1/21,1-50,28,0.7941,0.7941,22.2348,0.6645,0.6645,18.6060,,
23,12/1/21,2-10,0,,,,,,,no vacuum,
23,12/1/21,2-30,11,1.486,1.486,16.3460,1.160,1.160,12.7600,,
23,12/1/21,2-50,16,1.511,1.511,24.1760,0.5905,0.5905,9.4480,,
23,12/1/21,3-10,32,0.5826,0.5826,18.6432,1.513,1.513,48.4160,,
23,12/1/21,3-30,21,0.5637,0.5637,11.8377,0.2414,0.2414,5.0694,,
23,12/1/21,3-50,0,,,,,,,no vacuum,
23,12/1/21,4-10,8,2.013,4.0260,32.2080,0.5506,1.1012,8.8096,,
23,12/1/21,4-30,0,,,,,,,no vacuum,
23,12/1/21,4-50,49,2.953,2.953,144.6970,0.6316,0.6316,30.9484,,
23,12/1/21,5-10,14,1.641,1.641,22.9740,0.7290,0.7290,10.2060,,
23,12/1/21,5-30,45,0.7871,0.7871,35.4195,0.1594,0.1594,7.1730,,
23,12/1/21,5-50,42,3.598,3.598,151.1160,1.046,1.046,43.9320,,
23,12/1/21,6-10,28,0.7682,0.7682,21.5096,0.1234,0.1234,3.4552,,
23,12/1/21,6-30,0,,,,,,,,
23,12/1/21,6-50,30,0.8084,0.8084,24.2520,0.2572,0.2572,7.7160,,
23,12/15/21,1-10,27,0.9340,0.9340,25.2180,0.4124,0.4124,11.1348,,
23,12/15/21,1-30,13,0.6079,0.6079,7.9027,0.7292,0.7292,9.4796,,
23,12/15/21,1-50,20,0.9104,0.9104,18.2080,0.6727,0.6727,13.4540,,
23,12/15/21,2-10,47,1.075,1.075,50.5250,1.440,1.440,67.6800,,
23,12/15/21,2-30,39,0.5631,0.5631,21.9609,0.5828,0.5828,22.7292,,
23,12/15/21,2-50,51,0.6471,0.6471,33.0021,0.4034,0.4034,20.5734,,
23,12/15/21,3-10,45,0.5207,0.5207,23.4315,1.267,1.267,57.0150,,
23,12/15/21,3-30,21,0.4840,0.4840,10.1640,0.4593,0.4593,9.6453,,
23,12/15/21,3-50,12,2.207,2.207,26.4840,0.5962,0.5962,7.1544,,
23,12/15/21,4-10,33,0.3578,0.3578,11.8074,1.331,1.331,43.9230,,
23,12/15/21,4-30,43,0.7786,0.7786,33.4798,0.5619,0.5619,24.1617,,
23,12/15/21,4-50,54,1.238,1.238,66.8520,0.7788,0.7788,42.0552,,
23,12/15/21,5-10,37,1.386,1.386,51.2820,0.3594,0.3594,13.2978,,
23,12/15/21,5-30,52,0.5920,0.5920,30.7840,0.09860,0.09860,5.1272,,
23,12/15/21,5-50,55,1.975,1.975,108.6250,0.6903,0.6903,37.9665,,
23,12/15/21,6-10,55,0.4683,0.4683,25.7565,0.07118,0.07118,3.9149,,
23,12/15/21,6-30,1,,,,,,,"less than, no sample collected",
23,12/15/21,6-50,54,0.5135,0.5135,27.7290,0.09818,0.09818,5.3017,,
23,12/28/21,1-10,0,,,,,,,no vacuum,
23,12/28/21,1-30,13,0.9843,0.9843,12.7959,0.9043,0.9043,11.7559,,
23,12/28/21,1-50,19,1.077,1.077,20.4630,0.7324,0.7324,13.9156,,
23,12/28/21,2-10,4,,,,,,,sample not collected,
23,12/28/21,2-30,6,1.603,3.2060,19.2360,0.6456,1.2912,7.7472,,
23,12/28/21,2-50,20,1.421,1.421,28.4200,0.6062,0.6062,12.1240,,
23,12/28/21,3-10,15,0.8538,0.8538,12.8070,1.466,1.466,21.9900,,
23,12/28/21,3-30,7,0.7887,1.5774,11.0418,0.4877,0.9754,6.8278,,
23,12/28/21,3-50,2,,,,,,,sample not collected,
23,12/28/21,4-10,14,1.729,1.729,24.2060,1.139,1.139,15.9460,,
23,12/28/21,4-30,7,0.9091,1.8182,12.7274,0.3486,0.6972,4.8804,,
23,12/28/21,4-50,22,3.245,3.245,71.3900,0.5839,0.5839,12.8458,,
23,12/28/21,5-10,6,1.055,2.1100,12.6600,0.6050,1.2100,7.2600,,
23,12/28/21,5-30,29,0.7166,0.7166,20.7814,0.1102,0.1102,3.1958,,
23,12/28/21,5-50,12,2.596,2.596,31.1520,1.482,1.482,17.7840,,
23,12/28/21,6-10,22,0.7121,0.7121,15.6662,0.3035,0.3035,6.6770,,
23,12/28/21,6-30,3,,,,,,,sample not collected,
23,12/28/21,6-50,35,0.2459,0.2459,8.6065,0.1004,0.1004,3.5140,,
24,1/12/22,1-10,2,,,,,,,no sample collected,
24,1/12/22,1-30,0,,,,,,,,
24,1/12/22,1-50,0,,,,,,,,
24,1/12/22,2-10,12,2.302,2.302,27.6240,0.4459,0.4459,5.3508,,
24,1/12/22,2-30,0,,,,,,,,
24,1/12/22,2-50,0,,,,,,,no vacuum,
24,1/12/22,3-10,21,1.127,1.127,23.6670,1.832,1.832,38.4720,,
24,1/12/22,3-30,13,1.444,1.444,18.7720,0.6694,0.6694,8.7022,,
24,1/12/22,3-50,5,,,,,,,no sample collected,
24,1/12/22,4-10,4,,,,,,,no sample collected,
24,1/12/22,4-30,5,,,,,,,no sample collected,
24,1/12/22,4-50,0,,,,,,,,
24,1/12/22,5-10,4,,,,,,,no sample collected,
24,1/12/22,5-30,37,0.6697,0.6697,24.7789,0.1151,0.1151,4.2587,,
24,1/12/22,5-50,11,2.637,2.637,29.0070,1.184,1.184,13.0240,,
24,1/12/22,6-10,0,,,,,,,no vacuum,
24,1/12/22,6-30,14,1.942,1.942,27.1880,0.3176,0.3176,4.4464,,
24,1/12/22,6-50,0,,,,,,,,
24,1/25/22,1-10,0,,,,,,,,
24,1/25/22,1-30,0,,,,,,,,
24,1/25/22,1-50,0,,,,,,,,
24,1/25/22,2-10,0,,,,,,,,
24,1/25/22,2-30,0,,,,,,,,
24,1/25/22,2-50,0,,,,,,,,
24,1/25/22,3-10,1,,,,,,,no sample collected,
24,1/25/22,3-30,0,,,,,,,,
24,1/25/22,3-50,0,,,,,,,,
24,1/25/22,4-10,0,,,,,,,,
24,1/25/22,4-30,0,,,,,,,,
24,1/25/22,4-50,0,,,,,,,,
24,1/25/22,5-10,0,,,,,,,,
24,1/25/22,5-30,0,,,,,,,,
24,1/25/22,5-50,2,,,,,,,no sample collected,
24,1/25/22,6-10,0,,,,,,,,
24,1/25/22,6-30,0,,,,,,,,
24,1/25/22,6-50,0,,,,,,,,
24,2/8/22,1-10,12,1.191,1.191,14.2920,0.2907,0.2907,3.4884,,
24,2/8/22,1-30,28,0.8865,0.8865,24.8220,0.5987,0.5987,16.7636,,
24,2/8/22,1-50,0,,,,,,,,
